Trial ID;Game Type;Name Model;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle;
3;Arcade;ArcadeCar-999975;2580;23;23;51,60239;300;40,98275;75;6,752079;865;31;
4;Arcade;ArcadeCar-999975;2713;23;23;54,24262;300;39,51781;75;5,644607;871;29;
5;Arcade;ArcadeCar-999975;2978;23;23;59,57742;300;36,55553;75;11,27401;876;28;
6;Arcade;ArcadeCar-999975;10843;23;23;216,8568;300;10,43103;75;9,788632;881;29;
7;Arcade;ArcadeCar-999975;2730;23;23;54,60452;300;40,08403;75;8,060158;889;33;
8;Arcade;ArcadeCar-999975;2912;23;23;58,23885;300;37,2968;75;10,07274;895;31;
9;Arcade;ArcadeCar-999975;3018;23;23;60,35939;300;36,31376;75;8,427567;903;26;
10;Arcade;ArcadeCar-999975;2989;23;23;59,78155;300;36,7226;75;6,994022;907;30;
11;Arcade;ArcadeCar-999975;3079;23;23;61,57996;300;35,58757;75;14,58068;913;30;
12;Arcade;ArcadeCar-999975;15000;11;23;300;300;3,779909;75;5,254207;916;35;
13;Arcade;ArcadeCar-999975;4005;23;23;80,06285;300;27,25323;75;36,15974;921;32;
14;Arcade;ArcadeCar-999975;2593;23;23;51,87329;300;41,7295;75;8,052192;927;28;
15;Arcade;ArcadeCar-999975;2777;23;23;55,54303;300;39,11656;75;9,719043;930;31;
16;Arcade;ArcadeCar-999975;2579;23;23;51,58079;300;41,96926;75;8,100725;934;31;
17;Arcade;ArcadeCar-999975;2761;23;23;55,21921;300;38,55206;75;5,898164;940;33;
18;Arcade;ArcadeCar-999975;2498;23;23;49,94263;300;43,49895;75;9,500875;942;30;
19;Arcade;ArcadeCar-999975;2678;23;23;53,57582;300;40,39594;75;7,404297;945;31;
20;Arcade;ArcadeCar-999975;6565;23;23;131,3006;300;16,92765;75;13,34745;949;35;
21;Arcade;ArcadeCar-999975;4449;23;23;88,96302;300;24,51638;75;14,41675;953;30;
22;Arcade;ArcadeCar-999975;14999;7;23;300;300;2,851591;75;4,056518;955;23;
23;Arcade;ArcadeCar-999975;2962;23;23;59,23668;300;36,58302;75;8,234912;960;29;
24;Arcade;ArcadeCar-999975;3109;23;23;62,16248;300;35,09349;75;11,38772;967;33;
25;Arcade;ArcadeCar-999975;14999;9;23;300;300;3,218501;75;2,335055;970;31;
26;Arcade;ArcadeCar-999975;2637;23;23;52,71723;300;41,17854;75;6,353487;978;33;
27;Arcade;ArcadeCar-999975;2852;23;23;57,03869;300;38,78997;75;9,408809;984;32;
28;Arcade;ArcadeCar-999975;11610;23;23;232,2038;300;9,778115;75;8,347997;987;29;
29;Arcade;ArcadeCar-999975;2811;23;23;56,2319;300;38,81389;75;10,88584;996;33;
30;Arcade;ArcadeCar-999975;2694;23;23;53,88198;300;40,49026;75;9,42703;998;31;
31;Arcade;ArcadeCar-999975;14999;14;23;300;300;4,856522;75;272,3513;1003;30;
