Trial ID;Game Type;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle;
0;Arcade;500;1;23;10;10;9,241749;75;8,180512;0;0;
1;Arcade;500;1;23;10;10;5,394882;75;15,28324;0;0;
2;Arcade;500;1;23;10;10;8,899451;75;23,48301;0;0;
3;Arcade;500;1;23;10;10;7,824625;75;31,58428;0;0;
