Trial ID;Game Type;Name Model;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle
14;Arcade;ArcadeCar-999953;2474;23;23;49,4801;300;43,43462;75;9,742588;0;0
15;Arcade;ArcadeCar-999953;2512;23;23;50,23869;300;43,32853;75;10,45511;0;0
16;Arcade;ArcadeCar-999953;2757;23;23;55,14174;300;39,11617;75;16,43183;0;0
17;Arcade;ArcadeCar-999953;2581;23;23;51,61813;300;41,85435;75;13,01068;0;0
18;Arcade;ArcadeCar-999953;2693;23;23;53,84506;300;40,86129;75;14,32822;0;0
19;Arcade;ArcadeCar-999953;2582;23;23;51,65711;300;42,22173;75;11,56451;0;0
20;Arcade;ArcadeCar-999953;2499;23;23;49,97777;300;43,25736;75;10,40329;0;0
21;Arcade;ArcadeCar-999953;2479;23;23;49,58019;300;43,55154;75;10,10618;0;0
22;Arcade;ArcadeCar-999953;2490;23;23;49,78691;300;43,61786;75;9,340248;0;0
23;Arcade;ArcadeCar-999953;2446;23;23;48,91971;300;44,31867;75;8,336996;0;0
24;Arcade;ArcadeCar-999953;2523;23;23;50,47395;300;43,39046;75;10,34238;0;0
25;Arcade;ArcadeCar-999953;2563;23;23;51,25937;300;42,4011;75;11,8394;0;0
0;Arcade;ArcadeCar-1099958;2479;23;23;49,5782;300;43,50282;75;9,509674;0;0
1;Arcade;ArcadeCar-1099958;2541;23;23;50,8241;300;42,61452;75;10,73831;0;0
2;Arcade;ArcadeCar-1099958;2585;23;23;51,69981;300;42,02297;75;11,79409;0;0
3;Arcade;ArcadeCar-1099958;2418;23;23;48,35788;300;44,49821;75;8,49861;0;0
4;Arcade;ArcadeCar-1099958;2553;23;23;51,04645;300;42,50904;75;11,02365;0;0
5;Arcade;ArcadeCar-1099958;2436;23;23;48,71986;300;44,26578;75;8,530077;0;0
6;Arcade;ArcadeCar-1099958;2528;23;23;50,57543;300;42,85761;75;10,46562;0;0
7;Arcade;ArcadeCar-1099958;2434;23;23;48,67902;300;44,34367;75;8,596888;0;0
8;Arcade;ArcadeCar-1099958;2416;23;23;48,30592;300;44,38612;75;8,277988;0;0
9;Arcade;ArcadeCar-1099958;2518;23;23;50,35952;300;43,24527;75;10,42542;0;0
10;Arcade;ArcadeCar-1099958;2468;23;23;49,35957;300;43,40014;75;10,04545;0;0
11;Arcade;ArcadeCar-1099958;2443;23;23;48,87533;300;44,11829;75;8,264008;0;0
12;Arcade;ArcadeCar-1099958;2410;23;23;48,19841;300;44,52404;75;7,948915;0;0
13;Arcade;ArcadeCar-1099958;2425;23;23;48,48424;300;44,28938;75;8,351324;0;0
14;Arcade;ArcadeCar-1099958;2466;23;23;49,33812;300;43,83443;75;9,069169;0;0
15;Arcade;ArcadeCar-1099958;2477;23;23;49,53891;300;43,50581;75;9,732447;0;0
16;Arcade;ArcadeCar-1099958;2481;23;23;49,6211;300;43,67602;75;9,354427;0;0
17;Arcade;ArcadeCar-1099958;2412;23;23;48,23819;300;44,40361;75;8,335386;0;0
18;Arcade;ArcadeCar-1099958;2538;23;23;50,74624;300;42,95374;75;11,09554;0;0
19;Arcade;ArcadeCar-1099958;2441;23;23;48,83564;300;44,0667;75;8,636898;0;0
20;Arcade;ArcadeCar-1099958;2481;23;23;49,61955;300;43,49372;75;9,920932;0;0
