Trial ID;Game Type;Name Model;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle;Obstacle Time
42;Arcade;ArcadeCar-199923;3067;17;17;61,31451;300;22,60624;75;16,23848;4;15;10,25297
43;Arcade;ArcadeCar-199923;1945;17;17;38,90255;300;37,04108;75;3,653216;3;18;0,3804798
44;Arcade;ArcadeCar-199923;1999;17;17;39,98341;300;35,35468;75;8,320619;1;20;1,778989
45;Arcade;ArcadeCar-199923;3449;17;17;68,97962;300;21,28245;75;8,197819;4;20;24,56861
46;Arcade;ArcadeCar-199923;2959;17;17;59,17719;300;24,41577;75;11,86421;8;23;8,397136
47;Arcade;ArcadeCar-199923;3480;17;17;69,60006;300;21,07306;75;31,90097;4;20;28,26272
48;Arcade;ArcadeCar-199923;2433;17;17;48,65825;300;28,96554;75;13,69545;3;18;2,860289
49;Arcade;ArcadeCar-199923;14999;8;17;300;300;2,863865;75;47,40733;3;18;277,2534
50;Arcade;ArcadeCar-199923;1889;17;17;37,7578;300;37,82659;75;3,045324;1;14;0,1855686
0;Arcade;ArcadeCar-299941;1789;17;17;35,77835;300;39,85805;75;4,427055;0;18;0
1;Arcade;ArcadeCar-299941;1909;17;17;37,92491;300;37,78119;75;3,735132;2;16;1,348656
2;Arcade;ArcadeCar-299941;14987;1;17;300;300;0,7147385;75;0;1;21;296,9381
3;Arcade;ArcadeCar-299941;2474;17;17;49,47656;300;28,89754;75;5,988195;4;22;5,232387
4;Arcade;ArcadeCar-299941;15014;9;17;300;300;3,189597;75;2,892441;1;22;278,418
5;Arcade;ArcadeCar-299941;2588;17;17;51,75172;300;28,04903;75;11,90932;5;22;4,549066
6;Arcade;ArcadeCar-299941;2251;17;17;44,43385;300;31,4233;75;8,582819;2;21;1,319578
7;Arcade;ArcadeCar-299941;1791;17;17;36,40426;300;40,36871;75;3,183504;1;20;0,1008972
8;Arcade;ArcadeCar-299941;2188;17;17;43,76623;300;32,84881;75;2,50335;3;16;5,046585
9;Arcade;ArcadeCar-299941;15000;6;17;300;300;2,395813;75;1,942945;2;25;281,9989
10;Arcade;ArcadeCar-299941;15000;7;17;300;300;2,452739;75;0,7594617;1;19;284,3711
11;Arcade;ArcadeCar-299941;2111;17;17;42,20426;300;33,37718;75;2,891408;4;14;4,879529
12;Arcade;ArcadeCar-299941;15023;15;17;300;300;4,728302;75;9,233191;3;21;259,0728
13;Arcade;ArcadeCar-299941;2473;17;17;49,44044;300;29,08217;75;7,158782;3;22;7,376965
14;Arcade;ArcadeCar-299941;2055;17;17;41,10631;300;35,14215;75;6,346341;1;17;1,127056
15;Arcade;ArcadeCar-299941;2019;17;17;39,78376;300;35,04271;75;5,490595;2;19;1,461606
16;Arcade;ArcadeCar-299941;14970;12;17;300;300;4,148643;75;4,08742;3;24;268,8139
17;Arcade;ArcadeCar-299941;15000;6;17;300;300;2,35196;75;0,588112;2;18;284,3925
18;Arcade;ArcadeCar-299941;2167;17;17;43,32065;300;33,13666;75;3,000839;4;20;2,031006
19;Arcade;ArcadeCar-299941;15000;2;17;300;300;1,234151;75;0,2546732;1;24;293,7291
20;Arcade;ArcadeCar-299941;2050;17;17;40,99635;300;34,80163;75;4,973974;2;16;2,706044
21;Arcade;ArcadeCar-299941;15000;2;17;300;300;1,258934;75;0,2600242;1;23;293,8581
22;Arcade;ArcadeCar-299941;1799;17;17;35,97216;300;40,35777;75;2,916653;1;18;0,1008772
23;Arcade;ArcadeCar-299941;14311;17;17;286,2205;300;5,481412;75;6,345855;3;17;245,0359
24;Arcade;ArcadeCar-299941;9953;17;17;199,0536;300;7,524632;75;16,15974;5;20;146,8507
25;Arcade;ArcadeCar-299941;3203;17;17;64,06094;300;22,681;75;10,28419;7;21;17,72476
26;Arcade;ArcadeCar-299941;2423;17;17;48,45971;300;29,29222;75;14,52311;4;21;1,517295
27;Arcade;ArcadeCar-299941;2048;17;17;40,96531;300;34,73571;75;4,403722;4;21;1,587109
28;Arcade;ArcadeCar-299941;1808;17;17;36,15487;300;39,07049;75;2,601555;3;18;0,8599793
29;Arcade;ArcadeCar-299941;2423;17;17;48,46027;300;30,19203;75;7,088176;2;22;6,135314
30;Arcade;ArcadeCar-299941;1968;17;17;39,36091;300;36,89065;75;5,589481;1;13;1,507802
31;Arcade;ArcadeCar-299941;2192;17;17;43,61982;300;32,89322;75;5,235927;3;20;3,6418
32;Arcade;ArcadeCar-299941;2318;17;17;46,58068;300;31,35367;75;7,39442;2;26;6,452079
33;Arcade;ArcadeCar-299941;14999;6;17;300;300;2,365169;75;0,2809888;1;24;285,3517
34;Arcade;ArcadeCar-299941;6675;17;17;133,4798;300;11,06324;75;8,631131;5;18;88,72015
35;Arcade;ArcadeCar-299941;12861;17;17;257,2203;300;6,038032;75;3,727827;4;18;218,7894
36;Arcade;ArcadeCar-299941;1934;17;17;38,67969;300;37,32635;75;3,062586;2;19;1,00981
37;Arcade;ArcadeCar-299941;2090;17;17;41,79847;300;34,51812;75;7,971763;2;18;0,1175756
38;Arcade;ArcadeCar-299941;14999;13;17;300;300;4,298974;75;1,476802;2;17;271,467
39;Arcade;ArcadeCar-299941;2020;17;17;39,83164;300;35,57543;75;1,710814;4;21;3,039069
40;Arcade;ArcadeCar-299941;2340;17;17;47,34843;300;30,88688;75;3,893414;5;21;6,495692
41;Arcade;ArcadeCar-299941;2364;17;17;47,27659;300;30,50877;75;6,375497;3;20;5,668319
42;Arcade;ArcadeCar-299941;2125;17;17;42,50414;300;33,92636;75;9,286001;1;20;0,2785906
43;Arcade;ArcadeCar-299941;2222;17;17;44,44268;300;31,88473;75;5,536397;2;16;5,995667
44;Arcade;ArcadeCar-299941;4443;17;17;88,37299;300;16,51317;75;3,958968;4;19;47,83132
45;Arcade;ArcadeCar-299941;1734;17;17;35,16298;300;40,9649;75;3,872047;1;21;0,08058959
46;Arcade;ArcadeCar-299941;2156;17;17;43,12277;300;33,42693;75;4,052691;3;18;3,156215
47;Arcade;ArcadeCar-299941;2563;17;17;51,26125;300;28,12829;75;10,28097;5;21;5,776207
48;Arcade;ArcadeCar-299941;2552;17;17;51,03771;300;28,64145;75;9,217389;5;22;4,620432
49;Arcade;ArcadeCar-299941;15000;12;17;300;300;4,007697;75;2,478233;5;22;271,5506
50;Arcade;ArcadeCar-299941;2815;17;17;56,29289;300;26,07956;75;11,38655;3;20;11,8012
0;Arcade;ArcadeCar-399902;3244;17;17;64,88127;300;22,29126;75;3,008067;4;24;25,31771
1;Arcade;ArcadeCar-399902;2020;17;17;40,39977;300;34,92475;75;5,294432;3;22;1,925007
2;Arcade;ArcadeCar-399902;2184;17;17;43,67994;300;32,43061;75;5,156214;6;23;6,035912
3;Arcade;ArcadeCar-399902;15000;15;17;300;300;4,845264;75;4,221517;6;23;260,0946
4;Arcade;ArcadeCar-399902;15001;2;17;300;300;1,123849;75;0,2587934;1;21;294,7411
5;Arcade;ArcadeCar-399902;2029;17;17;40,57068;300;35,66154;75;3,912253;3;17;3,178406
6;Arcade;ArcadeCar-399902;8465;17;17;169,2976;300;9,002923;75;5,761505;5;20;128,3933
7;Arcade;ArcadeCar-399902;15000;12;17;300;300;4,178864;75;2,446226;1;14;272,678
8;Arcade;ArcadeCar-399902;15000;8;17;300;300;2,899766;75;1,40247;5;20;278,3886
9;Arcade;ArcadeCar-399902;15000;1;17;300;300;0,7204067;75;0,2693588;1;25;297,3257
10;Arcade;ArcadeCar-399902;2922;17;17;58,42249;300;24,21128;75;14,98376;6;18;13,61839
11;Arcade;ArcadeCar-399902;2432;17;17;48,63955;300;29,32286;75;6,607088;4;18;7,968461
12;Arcade;ArcadeCar-399902;2064;17;17;41,27804;300;34,92006;75;3,684756;4;21;2,475574
13;Arcade;ArcadeCar-399902;15006;7;17;300;300;2,758765;75;1,741031;2;20;279,6395
14;Arcade;ArcadeCar-399902;2119;17;17;42,35728;300;35,06029;75;10,16983;1;16;4,493898
15;Arcade;ArcadeCar-399902;3297;17;17;65,94306;300;22,2512;75;7,475508;3;20;23,07745
16;Arcade;ArcadeCar-399902;2235;17;17;44,69683;300;32,37781;75;5,611149;5;23;2,358669
17;Arcade;ArcadeCar-399902;2318;17;17;46,3618;300;30,58661;75;3,963296;5;21;6,001801
18;Arcade;ArcadeCar-399902;11016;17;17;220,3163;300;6,909155;75;2,153861;5;22;179,305
19;Arcade;ArcadeCar-399902;1772;17;17;35,44065;300;41,18771;75;2,786274;2;22;0,04803899
20;Arcade;ArcadeCar-399902;15000;10;17;300;300;3,279616;75;10,52224;3;22;268,8135
21;Arcade;ArcadeCar-399902;13177;17;17;263,5383;300;5,973381;75;226,3767;5;23;220,5832
22;Arcade;ArcadeCar-399902;2099;17;17;41,97994;300;34,59321;75;7,683847;1;22;0,6742443
23;Arcade;ArcadeCar-399902;2825;17;17;56,49937;300;25,90248;75;4,880201;6;19;14,11359
24;Arcade;ArcadeCar-399902;2116;17;17;42,31499;300;33,16;75;6,823182;3;24;1,518674
25;Arcade;ArcadeCar-399902;2554;17;17;51,08278;300;27,52262;75;15,32283;5;21;4,336668
26;Arcade;ArcadeCar-399902;2391;17;17;47,55693;300;30,15873;75;7,963482;3;18;5,508781
27;Arcade;ArcadeCar-399902;2276;17;17;45,78135;300;31,42098;75;11,15995;1;17;0,7619398
